player_id,player_name,player_display_name,position,position_group,headshot_url,recent_team,season,week,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0032392,A.Hooper,Austin Hooper,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yeobojameg9dram1qiqo",TEN,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,2,6,0,0,0,10,2,0,-0.0907714960048907,0,0.6,0.0645161290322581,0.0344827586206897,0.12091212458287,0,0.6,1.6
00-0032398,C.Moore,Chris Moore,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qr0vpcglqsagx7trpslz",HOU,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,3,31,0,0,0,15,16,2,3.35801960341632,0,2.06666666666667,0.0833333333333333,0.0570342205323194,0.164923954372624,0,3.1,6.1
00-0032436,J.Driskel,Jeff Driskel,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v3jeegvxptm1esa4gckx",HOU,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,5,0,0,0,1,1.03694689669646,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.5,0.5
00-0032464,K.Raymond,Kalif Raymond,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tbqpvuoxh80zjvgao9ww",DET,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,2,0,0,0,0,39,0,0,-1.29765780403977,0,0,0.0540540540540541,0.127450980392157,0.170296767355591,0,0,0
00-0032602,J.McKissic,J.D. McKissic,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zi77vkqwrmklt5ic6lc6",WAS,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,8,0,0,0,1,-0.989754099282436,0,3,3,20,0,0,0,1,19,1,-0.158128001610748,1,20,0.0731707317073171,0.00344827586206897,0.112169890664424,0,4.8,7.8
00-0032688,R.Anderson,Robby Anderson,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jkkv44ceitqlnpze83ff",CAR,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,5,8,102,1,0,0,70,51,1,3.06748033617623,0,1.45714285714286,0.32,0.419161676646707,0.773413173652695,0,16.2,21.2
00-0032764,D.Henry,Derrick Henry,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ved7bttliyuaps02d77d",TEN,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,21,82,0,1,0,1,-4.73318183934316,0,0,1,0,0,0,0,-1,0,0,-1.43586486280396,0,0,0.032258064516129,-0.00344827586206897,0.0459733036707453,0,8.2,8.2
00-0032765,M.Thomas,Michael Thomas,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vnfqnppl5thavzfyl3rt",NO,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,5,8,57,2,0,0,88,5,4,4.77880729257595,0,0.647727272727273,0.25,0.295302013422819,0.581711409395973,0,17.7,22.7
00-0032775,D.Robinson,Demarcus Robinson,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ceqqkylismka583qo9kk",BAL,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,4,19,0,0,0,41,9,1,-1.53970340837259,0,0.463414634146342,0.137931034482759,0.116477272727273,0.288430642633229,0,1.9,3.9
00-0032918,C.Ham,C.J. Ham,FB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hlpgajcnfj1kcemltu5f",MIN,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,6,0,0,0,-5,11,1,0.457903222646564,0,-1.2,0.032258064516129,-0.0308641975308642,0.0267821585025886,0,0.6,1.6
00-0032950,C.Wentz,Carson Wentz,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/komdw34m3vpzadqftxzh",WAS,2022,1,REG,27,41,313,4,2,1,8,0,0,290,178,16,8.54384822159773,1,1.07931034482759,0.144417628129933,6,12,0,0,0,0,0.314388236263767,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,27.72,27.72
00-0033009,T.Boyd,Tyler Boyd,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kzzhrm9gbefdpobngtzq",CIN,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,4,7,33,1,0,0,87,1,3,-7.10469834081596,0,0.379310344827586,0.132075471698113,0.243697478991597,0.368701442841287,0,9.3,13.3
00-0033040,T.Hill,Tyreek Hill,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsszbdnkusxc7mduw5be",MIA,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,6,0,0,0,0,0.180254671024159,0,8,12,94,0,1,0,109,40,5,0.810912940840554,0,0.862385321100918,0.387096774193548,0.419230769230769,0.874106699751861,0,10,18
00-0033045,E.Elliott,Ezekiel Elliott,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eazag7iwciy9ari8hoju",DAL,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,10,52,0,0,0,3,1.22217419929802,0,1,2,-3,0,0,0,-6,0,0,-1.40845009917393,0,0.5,0.0487804878048781,-0.0165289256198347,0.0616004837734328,0,4.9,5.9
00-0033077,D.Prescott,Dak Prescott,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ofhu8bvafse5folcjzyu",DAL,2022,1,REG,14,29,134,0,1,2,13,0,0,202,56,6,-12.4829248921897,0,0.663366336633663,-0.0929505363588103,2,11,0,0,0,1,1.28272136487067,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,4.46,4.46
00-0033090,H.Henry,Hunter Henry,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hyjz8co5tlq5dkg8ff7p",NE,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,3,20,0,0,0,38,5,1,-2.37663300195709,0,0.526315789473684,0.1,0.136200716845878,0.245340501792115,0,2,4
00-0033106,J.Goff,Jared Goff,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s4hzfab5iglq2tmjb0xy",DET,2022,1,REG,21,37,215,2,1,1,10,1,0,306,119,12,-2.11207604219089,0,0.702614379084967,0.013870279731595,2,9,0,0,0,1,1.54892839444801,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,15.5,15.5
00-0033110,T.Higbee,Tyler Higbee,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/b6kn7vqe0iplpkgmzzv1",LA,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,5,11,39,0,0,0,19,27,4,-9.24252387980232,0,2.05263157894737,0.268292682926829,0.0794979079497908,0.458087559955098,0,3.9,8.9
00-0033114,Mi.Thomas,Mike Thomas,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sytj4awk8kseyootqzec",CIN,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,5,5,0,0,0,64,1,0,-2.66290808923077,1,0.078125,0.0943396226415094,0.179271708683473,0.266999630040696,0,2.5,3.5
00-0033118,K.Drake,Kenyan Drake,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rp5apwel9vuk49b4lykn",BAL,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,11,31,0,0,0,1,-3.53044704534113,0,1,1,15,0,0,0,-3,18,1,1.08740039600525,0,-5,0.0344827586206897,-0.00852272727272727,0.0457582288401254,0,4.6,5.6
00-0033119,J.Brissett,Jacoby Brissett,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/z12an2n54jj6ycouwg9h",CLE,2022,1,REG,18,34,147,1,0,1,9,0,0,248,57,7,-7.34691728876465,0,0.592741935483871,0.0266394532728625,4,10,0,0,0,1,1.60133951250464,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,10.88,10.88
00-0033217,M.Alie-Cox,Mo Alie-Cox,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/un5q3gv7t6zjuoohowwe",IND,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,2,26,0,0,0,13,13,2,2.41907083452679,0,2,0.0408163265306122,0.0407523510971787,0.0897511355639434,0,2.6,4.6
00-0033246,J.Mundt,Johnny Mundt,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sjglruhtgs3eeea6zd3i",MIN,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,3,17,0,0,0,3,14,1,0.239877821877599,0,5.66666666666667,0.0967741935483871,0.0185185185185185,0.158124253285544,0,1.7,4.7
00-0033251,Z.Pascal,Zach Pascal,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rnqfuvudqkxumzde9wl8",PHI,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,7,0,0,0,3,4,1,1.67167435679585,0,2.33333333333333,0.0344827586206897,0.0232558139534884,0.0680032076984763,0,0.7,1.7
00-0033280,C.McCaffrey,Christian McCaffrey,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jfcr5eaays6lri4m7qum",CAR,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,10,33,1,0,0,3,0.885925423289164,0,4,4,24,0,0,0,-12,36,1,1.50946855684742,0,-2,0.16,-0.0718562874251497,0.189700598802395,0,11.7,15.7
00-0033282,C.Samuel,Curtis Samuel,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y7qqpnfdih0wi5soa8kn",WAS,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,4,17,0,1,1,1,-3.64176881016465,0,8,11,55,1,0,0,11,48,5,2.98890951514477,0,5,0.268292682926829,0.0379310344827586,0.428990748528175,0,11.2,19.2
00-0033293,A.Jones,Aaron Jones,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oo8yixhsahh4gznox7th",GB,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,5,49,0,0,0,3,2.59088060789509,0,3,5,27,0,0,0,-4,36,1,-0.272080201772042,0,-6.75,0.142857142857143,-0.0190476190476191,0.200952380952381,0,7.6,10.6
00-0033307,K.Bourne,Kendrick Bourne,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/avjyg0eicioviziqgho2",NE,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,41,0,0,0,36,5,1,2.68740234139841,0,1.13888888888889,0.0333333333333333,0.129032258064516,0.140322580645161,0,4.1,5.1
00-0033308,M.Breida,Matt Breida,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zdc1k7xatfuh9s50vqtw",NYG,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,5,24,0,0,0,1,1.31016525620362,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,2.4,2.4
00-0033357,T.Hill,Taysom Hill,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pjp1aahvacigoh0sorpg",NO,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,4,81,1,0,0,2,7.00820095359813,0,1,1,2,0,0,0,2,0,0,-0.273274828447029,0,1,0.03125,0.00671140939597315,0.0515729865771812,0,14.3,15.3
00-0033376,P.Ricard,Patrick Ricard,FB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wfjtva8ytwkmlcehbz4c",BAL,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,7,0,0,0,2,5,0,0.275179107673466,0,3.5,0.0344827586206897,0.00568181818181818,0.0557014106583072,0,0.7,1.7
00-0033386,C.Hollister,Cody Hollister,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oabhyr90yythhrmion4c",TEN,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,22,0,0,0,22,0,1,1.26875928096706,0,1,0.032258064516129,0.0758620689655172,0.101490545050056,0,2.2,3.2
00-0033439,P.Brown,Pharaoh Brown,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/usqdlxj4jpqbtvsgaisk",HOU,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,17,0,0,0,10,7,1,0.91947395959869,0,1.7,0.0277777777777778,0.0380228136882129,0.0682826362484157,0,1.7,2.7
00-0033455,A.Firkser,Anthony Firkser,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sbyrto55r5ztra4hylt4",ATL,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,2,6,0,0,0,8,2,0,-1.78122853912646,0,0.75,0.0625,0.0283687943262411,0.113608156028369,0,0.6,1.6
00-0033466,I.McKenzie,Isaiah McKenzie,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sm2btbgkg6s1r1hvi931",BUF,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,3,19,1,0,0,23,1,2,-2.78102386649698,0,0.826086956521739,0.0967741935483871,0.101321585903084,0.216086400454739,0,7.9,9.9
00-0033526,S.Perine,Samaje Perine,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zxgkgfxxsukpdfwyeauw",CIN,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,4,0,0,0,0,-0.120145155349746,0,3,5,33,0,0,0,48,33,1,0.996178992179921,0,0.6875,0.0943396226415094,0.134453781512605,0.235627081021088,0,3.7,6.7
00-0033536,M.Williams,Mike Williams,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e3r9jk7f2zl4qak0orbz",LAC,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,4,10,0,0,0,14,9,0,-2.61230351849935,0,0.714285714285714,0.117647058823529,0.0595744680851064,0.218172715894869,0,1,3
00-0033553,J.Conner,James Conner,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/taqsrcjxasdwhdmhallf",ARI,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,10,26,1,1,0,3,-0.850391329469858,0,5,6,29,0,0,0,7,38,3,-0.698286199301947,0,4.14285714285714,0.166666666666667,0.0263157894736842,0.268421052631579,0,11.5,16.5
00-0033555,M.Hollins,Mack Hollins,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kjbgxufvchxbh9q8e6hh",LV,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,16,0,0,0,15,1,1,2.40348940889817,0,1.06666666666667,0.0285714285714286,0.0451807228915663,0.0744836488812392,0,1.6,2.6
00-0033572,J.Agnew,Jamal Agnew,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u6fwq2c4wdtn1nz8vrd3",JAX,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,6,0,0,0,1,1.50477002712432,0,1,1,6,0,0,0,2,4,0,0.340537807671353,0,3,0.0263157894736842,0.00544959128065395,0.0432883981069841,0,1.2,2.2
00-0033576,E.Saubert,Eric Saubert,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u6q14gpp39btnbvlkvik",DEN,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,16,0,0,-0.440722493396606,0,0,0.024390243902439,0.0575539568345324,0.0768731356378312,0,0,0
00-0033591,N.Brown,Noah Brown,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mo0v6bxy9vpxtzndba7r",DAL,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,5,9,68,0,0,0,85,25,4,-0.0994838898186572,0,0.8,0.219512195121951,0.234159779614325,0.493180138412954,0,6.8,11.8
00-0033662,C.Rush,Cooper Rush,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jljqcj2lqtdzofclzxa7",DAL,2022,1,REG,7,13,64,0,0,2,12,0,0,155,13,2,-7.56040465075057,0,0.412903225806452,0.0146341107958412,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,2.56,2.56
00-0033699,A.Ekeler,Austin Ekeler,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tl0nhc7kyf4aumbyzs5b",LAC,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,14,36,0,0,0,0,-7.59434531617444,0,4,4,36,0,0,0,-3,39,3,3.96076575480402,0,-12,0.117647058823529,-0.0127659574468085,0.167534418022528,0,7.2,11.2
00-0033757,R.Tonyan,Robert Tonyan,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wpczdpw0xasgspqhsup9",GB,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,5,36,0,0,0,23,26,1,-2.50774515821831,0,1.56521739130435,0.142857142857143,0.10952380952381,0.290952380952381,0,3.6,6.6
00-0033856,L.Fournette,Leonard Fournette,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jcmgyeiruehjjdpfkyf4",TB,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,21,127,0,0,0,6,1.98490905244176,0,2,2,10,0,0,0,-2,12,0,0.591946964268573,0,-5,0.0740740740740741,-0.00655737704918033,0.106520947176685,0,13.7,15.7
00-0033857,J.Smith-Schuster,JuJu Smith-Schuster,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tmvx3eakcr4uong0gf5h",KC,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,6,8,79,0,2,1,82,25,3,1.62432945653563,0,0.963414634146341,0.205128205128205,0.269736842105263,0.496508097165992,0,5.9,11.9
00-0033858,J.Smith,Jonnu Smith,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dooebcykmkvzi39xo38x",NE,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,4,33,0,0,0,26,28,2,1.90719488199102,0,1.26923076923077,0.133333333333333,0.0931899641577061,0.265232974910394,0,3.3,6.3
00-0033869,M.Trubisky,Mitchell Trubisky,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uq45fzmoanzoypqrs5df",PIT,2022,1,REG,21,38,194,1,0,1,2,0,0,301,77,8,-5.62494441924561,0,0.644518272425249,-0.0128915012228895,3,9,0,0,0,1,1.22918966738507,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,12.66,12.66
00-0033871,C.Davis,Corey Davis,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e96ltr3bnrq6bs4o0gvx",NYJ,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,6,9,77,0,0,0,112,4,5,2.8763712932705,0,0.6875,0.157894736842105,0.4,0.516842105263158,0,7.7,13.7
00-0033873,P.Mahomes,Patrick Mahomes,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vs40h82nvqaqvyephwwu",KC,2022,1,REG,30,39,360,5,0,0,0,0,0,304,192,22,33.1885251447301,0,1.18421052631579,0.357646945691232,3,5,0,1,0,1,-0.849839891772717,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,34.9,34.9
00-0033879,O.Howard,O.J. Howard,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wlvviyfhdn5fz5p04r95",HOU,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,2,38,2,0,0,33,5,2,4.71538022905588,0,1.15151515151515,0.0555555555555556,0.125475285171103,0.171166032953105,0,15.8,17.8
00-0033881,E.Engram,Evan Engram,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/adr65rbw956sxntlph8a",JAX,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,4,4,28,0,0,0,24,4,1,2.09292932430981,0,1.16666666666667,0.105263157894737,0.0653950953678474,0.203671303599598,0,2.8,6.8
00-0033885,D.Njoku,David Njoku,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bcecxpc9nciff80xhipd",CLE,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,7,0,0,0,2,5,0,-0.635899044573307,0,3.5,0.0333333333333333,0.00881057268722467,0.0561674008810573,0,0.7,1.7
00-0033891,Z.Jones,Zay Jones,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ayvki2sfnzxn2yqssrws",JAX,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,6,9,65,0,0,0,81,21,4,2.59296886948373,0,0.802469135802469,0.236842105263158,0.220708446866485,0.509759070701276,0,6.5,12.5
00-0033893,D.Cook,Dalvin Cook,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gfwvqolvz9vegp1amhf3",MIN,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,20,90,0,0,0,5,-1.66877216828289,0,3,5,18,0,0,0,-8,32,1,-0.112180941039696,0,-2.25,0.161290322580645,-0.0493827160493827,0.2073675826364,0,10.8,13.8
00-0033895,G.Everett,Gerald Everett,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ovlnn7uuj2335ublzb6o",LAC,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,4,54,1,0,0,30,24,2,5.88982414326165,0,1.8,0.117647058823529,0.127659574468085,0.265832290362954,0,11.4,14.4
00-0033897,J.Mixon,Joe Mixon,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rd210pq6ch22vpoygtfn",CIN,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,27,82,0,0,0,2,-6.06144493300235,0,7,9,63,0,0,0,4,62,3,1.34711234938004,0,15.75,0.169811320754717,0.0112044817927171,0.262560118386977,0,14.5,21.5
00-0033906,A.Kamara,Alvin Kamara,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uulstglrpmhqsvqyr5v3",NO,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,9,39,0,0,0,1,-1.48391094373073,0,3,4,7,0,0,0,1,14,1,-2.25040381355211,0,7,0.125,0.00335570469798658,0.189848993288591,0,4.6,7.6
00-0033908,C.Kupp,Cooper Kupp,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tojsgl1ttwjkvo6x7wgy",LA,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,13,15,128,1,0,0,116,57,6,7.19672144948183,0,1.10344827586207,0.365853658536585,0.485355648535565,0.888529441779773,0,18.8,31.8
00-0033921,C.Godwin,Chris Godwin,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ckwncz8djwnlo1miq1vq",TB,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,3,35,0,0,0,0,35,1,2.2062776972889,0,0,0.111111111111111,0,0.166666666666667,0,3.5,6.5
00-0033923,K.Hunt,Kareem Hunt,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fmy9cgin9nv7ewyhsipr",CLE,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,11,46,1,0,0,3,0.836340361796594,0,4,4,24,1,0,0,-4,28,2,1.75783154956298,0,-6,0.133333333333333,-0.0176211453744493,0.187665198237885,0,19,23
00-0033925,D.Foreman,D'Onta Foreman,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kvowcl8ebdanhiuiwcrp",CAR,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,5,0,0,0,0,-0.559299235697836,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.5,0.5
00-0033932,K.Golladay,Kenny Golladay,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vck7awhkwwhui3ndgts3",NYG,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,2,22,0,0,0,13,9,1,0.754841224406846,0,1.69230769230769,0.0952380952380952,0.108333333333333,0.218690476190476,0,2.2,4.2
00-0033943,J.Reynolds,Josh Reynolds,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/khqejrdwhxxjzvbco3nv",DET,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,3,28,0,0,0,41,8,1,0.853379881184083,0,0.682926829268293,0.0810810810810811,0.133986928104575,0.215412471294824,0,2.8,3.8
00-0033948,J.Williams,Jamaal Williams,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hl8dsrs7awapodhiwvgn",DET,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,11,28,2,0,0,3,-1.35190993672586,0,1,2,2,0,0,0,5,0,0,-1.36801630654372,0,0.4,0.0540540540540541,0.0163398692810458,0.0925189895778131,0,15,16
00-0034073,R.Dwelley,Ross Dwelley,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wcgbhqb85axu1vmnt4xc",SF,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,2,11,0,0,0,15,0,1,1.40091642853804,0,0.733333333333333,0.0769230769230769,0.0721153846153846,0.165865384615385,0,1.1,2.1
00-0034104,C.Sims,Cam Sims,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tbldho8jbkode1uqoj6n",WAS,2022,1,REG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,29,0,0,-0.475606612861157,0,0,0.024390243902439,0.1,0.106585365853659,0,0,0
